account_id,arr,seat_count,tenure_months,contract_length_months,prior_discount_count,usage_trend_30d,feature_adoption_breadth,seat_utilization,support_tickets_90d,nps_score,treated_discount_offered,renewed,_true_causal_effect_logodds
324,14486.0,17,22,12,1,-0.087,0.256,0.795,0,37.9,1,0,1.7528
325,4746.0,8,9,12,1,2.411,0.617,0.511,1,39.2,0,1,0.0001
326,12556.0,19,22,12,1,0.065,0.848,0.623,2,20.4,0,0,1.6189
327,2209.0,14,43,12,1,-0.565,0.11,0.647,1,36.3,0,1,0.6708
328,17430.0,13,30,24,0,0.968,0.304,0.655,1,35.1,1,1,0.2502
329,23306.0,13,4,36,3,-0.844,0.562,0.723,3,26.5,1,1,0.4163
330,4846.0,16,13,24,0,-0.999,0.94,0.73,2,20.1,1,1,0.5662
331,7112.0,10,14,12,1,-1.155,0.232,0.597,2,43.4,1,0,0.4059
332,6545.0,18,58,24,0,0.147,0.675,0.529,2,49.8,1,1,0.1167
333,2882.0,10,50,12,1,-1.234,0.414,0.616,3,25.6,0,1,0.0908
334,27604.0,17,18,24,0,-0.008,0.613,0.647,2,4.6,1,1,1.5786
335,5697.0,19,43,12,2,0.295,0.334,0.766,6,82.6,1,1,0.5744
336,3259.0,8,30,24,3,-0.288,0.384,0.851,2,-4.9,1,1,1.6439
337,7501.0,16,17,12,0,2.467,0.678,0.614,3,20.4,1,1,0.0001
338,21067.0,17,47,12,3,-1.224,0.104,0.799,1,0.7,1,0,0.1294
339,6559.0,16,34,24,1,-0.153,0.531,0.817,0,24.1,1,1,1.4368
340,15982.0,11,9,12,2,0.805,0.627,0.431,4,-2.4,1,1,0.2681
341,10635.0,17,18,24,1,-1.253,0.541,0.694,0,-11.7,1,1,0.3564
342,10610.0,12,32,12,0,-1.824,0.343,0.812,1,33.1,0,1,0.04
343,12874.0,28,3,12,1,-0.65,0.598,0.605,3,34.7,0,1,0.51
344,35645.0,14,50,12,0,-2.037,0.267,0.692,3,47.9,1,0,0.0037
345,36446.0,13,21,12,0,-0.462,0.314,0.787,4,20.0,1,1,1.6043
346,26195.0,12,9,12,0,0.035,0.461,0.755,2,14.8,0,0,1.0115
347,13586.0,10,42,24,1,-1.122,0.773,0.818,1,-0.9,0,1,0.2692
348,7943.0,21,55,12,1,-0.419,0.437,0.613,2,23.3,1,1,0.199
349,5561.0,13,9,36,0,0.056,0.458,0.911,1,46.8,1,1,0.9966
350,67323.0,14,33,24,3,-0.987,0.245,0.525,2,64.6,1,1,0.6359
351,30005.0,16,29,12,0,1.82,0.329,0.668,1,15.5,1,1,0.0059
352,10426.0,17,26,24,1,-0.223,0.464,0.373,2,22.1,1,1,1.7828
353,18687.0,15,3,12,1,-0.259,0.712,0.688,3,11.3,0,1,0.6723
354,16435.0,12,41,12,0,1.449,0.829,0.92,2,33.0,1,0,0.0217
355,49904.0,10,9,24,3,-1.382,0.48,0.505,2,14.0,0,1,0.1569
356,46240.0,17,14,12,0,-0.493,0.777,0.537,2,58.4,0,1,1.2791
357,1620.0,7,17,12,0,-0.982,0.549,0.612,1,13.2,1,1,0.6902
358,31886.0,15,44,12,0,-1.589,0.494,0.665,1,-17.9,0,0,0.0507
359,9160.0,21,23,12,0,-1.294,0.83,0.445,1,21.1,0,1,0.3406
360,12224.0,19,27,36,0,0.438,0.711,0.475,3,26.3,0,1,1.0031
361,4490.0,15,38,24,2,1.979,0.313,0.59,2,28.4,0,1,0.0016
362,7266.0,9,11,12,0,-0.124,0.591,0.864,0,46.2,1,0,1.2267
363,8219.0,18,41,24,1,0.608,0.55,0.592,2,43.3,1,1,0.3828
364,20420.0,19,23,12,1,1.824,0.144,0.299,3,21.2,1,1,0.0061
365,5871.0,20,25,24,0,0.541,0.581,0.707,1,52.9,1,1,0.8381
366,2598.0,13,19,12,1,-1.834,0.566,0.575,0,22.5,1,0,0.0417
367,10577.0,6,12,24,2,1.135,0.631,0.585,3,26.9,0,0,0.1101
368,7875.0,17,54,24,0,1.84,0.276,0.748,1,-19.9,1,1,0.0008
369,7459.0,11,58,12,0,-0.774,0.79,0.443,2,-23.6,1,0,0.0872
370,15818.0,9,43,36,1,1.981,0.418,0.54,3,53.3,1,1,0.0011
371,2706.0,20,51,12,0,0.853,0.762,0.891,2,49.2,1,1,0.0763
372,2047.0,13,11,24,0,-1.15,0.089,0.461,2,28.9,1,0,0.3532
373,13388.0,12,37,24,1,-0.445,0.287,0.209,1,20.9,0,0,1.1377
374,17470.0,9,26,12,1,0.572,0.74,0.565,3,41.2,0,1,0.7801
375,27815.0,17,45,24,1,-1.942,0.535,0.353,3,30.1,1,0,0.01
376,14745.0,14,59,24,2,2.605,0.359,0.345,1,33.4,1,1,0.0
377,38642.0,15,59,24,0,0.74,0.795,0.68,1,40.4,1,1,0.0347
378,6928.0,19,17,12,1,0.49,0.329,0.424,4,12.6,1,0,0.833
379,55072.0,16,39,36,1,0.708,0.701,0.407,2,57.4,1,1,0.3475
380,51803.0,19,8,12,0,0.205,0.587,0.117,1,-44.5,1,1,0.811
381,15309.0,16,59,36,1,0.133,0.808,0.727,2,-18.2,1,1,0.1015
382,11360.0,15,24,36,1,1.613,0.793,0.94,3,-2.8,1,0,0.0187
383,6061.0,18,18,24,0,0.892,0.558,0.359,1,5.1,1,1,0.3175
384,14836.0,14,50,24,0,0.172,0.191,0.461,1,12.8,1,1,0.3306
385,7048.0,9,13,12,1,0.506,0.41,0.979,1,4.7,1,1,0.6889
386,17296.0,14,34,24,0,-0.107,0.366,0.77,2,84.8,1,1,1.4242
387,37682.0,20,26,24,2,-0.739,0.732,0.753,3,43.0,0,1,1.1908
388,21960.0,12,52,24,2,0.526,0.625,0.411,1,-20.9,1,1,0.1517
389,3198.0,14,19,24,0,-0.023,0.7,0.599,4,78.9,1,1,1.6302
390,3442.0,18,59,36,0,-0.252,0.437,0.619,3,36.6,1,1,0.1179
391,39436.0,8,33,24,1,0.557,0.475,0.778,0,34.3,1,0,0.6786
392,20550.0,13,14,36,0,1.635,0.599,0.815,5,-0.1,1,1,0.0134
393,42867.0,12,52,12,1,0.522,0.688,0.524,1,47.6,0,1,0.1529
394,99545.0,17,48,12,2,-0.088,0.505,0.933,2,-33.9,0,1,0.4918
395,12328.0,11,14,12,0,0.509,0.314,0.693,1,15.3,1,0,0.7172
396,13465.0,14,18,12,0,2.698,0.611,0.083,1,52.0,0,1,0.0
397,5199.0,12,7,12,2,0.522,0.386,0.737,4,-4.5,0,0,0.459
398,28144.0,24,11,12,1,-0.13,0.808,0.391,0,37.0,1,1,1.228
399,3351.0,18,41,12,2,-0.485,0.753,0.379,1,43.0,1,0,0.8463
400,7593.0,16,50,12,0,-1.335,0.739,0.803,1,6.3,0,0,0.067
401,5411.0,11,4,12,1,1.493,0.756,0.452,7,92.7,1,1,0.0138
402,2361.0,8,23,12,0,0.321,0.76,0.575,2,30.5,1,1,1.2328
403,5787.0,14,56,12,2,-0.009,0.395,0.563,3,49.1,0,1,0.1758
404,24654.0,13,8,12,1,2.274,0.306,0.209,2,31.3,1,1,0.0002
405,39086.0,9,23,24,0,-0.148,0.362,0.622,1,37.1,0,1,1.7892
406,32013.0,19,53,12,1,2.49,0.126,0.777,3,15.9,1,1,0.0
407,11272.0,10,43,12,3,1.118,0.524,0.85,0,9.0,1,1,0.0722
408,27605.0,12,40,24,0,1.131,0.588,0.721,2,25.7,1,1,0.087
409,10439.0,14,14,12,2,-1.029,0.759,0.954,3,43.1,1,1,0.555
410,26834.0,12,44,12,1,1.888,0.406,0.638,3,32.0,1,1,0.0017
411,7374.0,15,53,24,1,-1.3,0.51,0.586,2,57.0,1,0,0.0517
412,5518.0,11,13,12,1,-0.551,0.35,0.89,0,44.5,1,0,1.1596
413,9824.0,29,54,12,1,-1.201,0.302,0.841,3,23.7,1,0,0.0606
414,28180.0,11,40,12,1,0.923,0.747,0.514,1,65.6,1,1,0.1769
415,63219.0,8,41,12,1,2.038,0.491,0.644,2,7.8,1,1,0.0009
416,26129.0,21,30,12,0,0.402,0.472,0.664,0,47.0,1,1,1.0038
417,1474.0,16,17,12,2,-0.998,0.517,0.762,5,-19.8,1,1,0.6671
418,17291.0,23,56,12,1,2.942,0.344,0.858,0,50.0,1,1,0.0
419,8108.0,14,53,24,1,-0.092,0.984,0.803,2,-21.6,1,0,0.2733
420,7851.0,18,28,12,3,0.098,0.487,0.285,4,24.6,1,1,1.535
421,12899.0,10,27,12,1,-2.313,0.357,0.846,1,55.0,0,1,0.0036
422,10829.0,22,10,12,1,-0.993,0.707,0.558,1,3.0,1,1,0.4858
423,23550.0,16,55,12,3,-0.248,0.774,0.547,2,71.3,0,1,0.212
424,22959.0,14,31,24,0,-0.852,0.93,0.646,3,67.4,0,1,0.8939
425,9531.0,13,28,24,1,-0.364,0.8,0.436,3,-0.2,1,0,1.6734
426,7321.0,9,31,24,0,0.001,0.622,0.887,2,22.4,0,1,1.5264
427,56526.0,12,46,12,0,-0.068,0.596,0.246,2,47.2,1,1,0.5993
428,13850.0,10,11,12,1,1.087,0.708,0.621,3,29.8,1,1,0.1239
429,3709.0,16,20,12,1,1.732,0.829,0.496,4,69.6,1,1,0.0097
430,21759.0,12,25,24,0,-1.708,0.347,0.824,0,-2.7,1,0,0.0764
431,74357.0,14,57,12,4,2.085,0.146,0.445,3,-19.8,1,1,0.0001
432,34195.0,14,57,12,2,0.78,0.26,0.684,2,34.3,1,1,0.0422
433,68869.0,18,6,36,0,0.391,0.927,0.704,1,54.5,0,1,0.5391
434,7561.0,17,38,24,0,0.939,0.391,0.595,3,44.8,1,1,0.1918
435,12760.0,14,44,36,2,-0.692,0.76,0.356,3,40.2,1,1,0.5288
436,110133.0,13,51,24,1,-0.95,0.388,0.839,0,-20.3,1,1,0.1631
437,8544.0,8,44,12,3,-0.057,0.277,0.531,2,24.0,0,0,0.7193
438,2501.0,16,13,36,0,-0.09,0.276,0.36,0,37.7,1,1,1.3528
439,46074.0,14,39,36,0,0.695,0.433,0.717,0,17.8,1,1,0.3593
440,6843.0,19,52,24,1,1.658,0.418,0.513,4,56.1,1,1,0.0026
441,70127.0,13,4,12,0,0.019,0.355,0.84,0,45.2,1,1,0.6923
442,43079.0,15,12,36,0,-0.515,0.807,0.731,1,38.3,1,1,1.1388
443,4200.0,16,21,12,1,1.346,0.69,0.402,2,34.4,0,1,0.0637
444,2704.0,17,34,12,1,0.708,0.243,0.652,2,24.1,0,1,0.4591
445,17468.0,14,54,24,2,0.196,0.336,0.691,2,15.1,0,0,0.1959
446,5222.0,15,4,12,0,-0.36,0.69,0.618,4,37.0,1,0,0.7142
447,17600.0,15,20,36,1,-0.292,0.414,0.783,2,33.9,1,1,1.7167
448,41734.0,16,56,12,0,-2.031,0.59,0.422,1,28.1,1,0,0.0018
449,6904.0,9,13,24,2,0.601,0.615,0.729,0,21.4,1,0,0.5642
450,25305.0,22,40,24,1,0.339,0.353,0.777,2,52.2,1,1,0.6803
451,28155.0,20,25,36,1,0.375,0.299,0.699,3,58.5,1,1,1.1344
452,6274.0,10,59,24,1,-0.721,0.648,0.854,1,13.7,1,1,0.0812
453,15099.0,12,50,12,0,-0.994,0.397,0.673,4,44.3,1,1,0.1668
454,9020.0,15,47,36,0,-1.254,0.158,0.875,0,42.4,1,1,0.1189
455,16429.0,15,22,24,0,0.657,0.552,0.875,1,1.0,1,1,0.643
456,22897.0,16,39,12,1,1.918,0.355,0.216,1,10.6,1,0,0.0021
457,9105.0,13,42,36,1,1.238,0.794,0.804,1,20.9,0,1,0.0496
458,22361.0,18,10,12,0,1.953,0.6,0.437,3,75.2,0,1,0.0019
459,13079.0,8,3,24,0,2.312,0.498,0.517,1,25.3,1,1,0.0001
460,22252.0,16,42,12,0,-1.028,0.585,0.199,2,1.6,1,1,0.3379
461,12868.0,10,46,24,1,0.93,0.133,0.572,1,24.6,1,0,0.1042
462,8623.0,23,45,12,1,-0.244,0.53,0.475,3,55.7,0,1,0.6738
463,2071.0,17,54,12,2,-0.447,0.529,0.657,4,45.7,1,0,0.2238
464,3332.0,14,38,12,0,-1.481,0.305,0.438,1,35.0,0,1,0.1193
465,1783.0,14,23,12,1,1.573,0.443,0.343,0,64.8,1,1,0.0228
466,145696.0,14,48,36,0,-0.463,0.527,0.366,2,34.3,1,0,0.4548
467,17606.0,17,45,12,2,-0.507,0.566,0.821,1,32.2,1,1,0.5928
468,5791.0,14,38,36,0,-0.312,0.872,0.834,2,32.3,1,0,1.1444
469,6392.0,12,52,12,2,-1.018,0.232,0.121,2,-2.5,0,0,0.1243
470,22968.0,15,38,12,2,1.944,0.586,0.587,1,61.7,1,1,0.002
471,9409.0,12,36,24,1,0.093,0.784,0.644,2,34.7,0,0,1.1599
472,10755.0,10,4,24,1,1.08,0.344,0.498,1,28.1,0,0,0.0761
473,36650.0,21,9,24,0,1.019,0.173,0.849,4,26.8,1,0,0.1388
474,7516.0,12,47,12,0,0.169,0.655,0.844,2,50.5,1,1,0.4597
475,9771.0,13,48,24,2,-0.282,0.26,0.505,1,57.1,1,0,0.4958
476,9453.0,20,56,12,0,0.827,0.568,0.928,2,-13.7,1,1,0.0428
477,38392.0,9,24,12,1,-1.571,0.322,0.626,0,35.7,1,0,0.1322
478,34086.0,13,35,24,4,0.91,0.411,0.714,2,23.5,1,1,0.2484
479,11973.0,14,8,12,0,-0.979,0.324,0.824,2,12.4,1,1,0.4387
480,28409.0,17,25,12,1,-1.426,0.699,0.351,2,57.6,0,1,0.2225
481,6957.0,13,37,12,1,1.131,0.311,0.675,3,38.4,1,1,0.1057
482,15413.0,19,35,12,1,-1.56,0.66,0.904,3,65.0,1,1,0.1053
483,16074.0,26,35,12,1,-0.067,0.61,0.939,4,21.6,1,1,1.3423
484,21229.0,11,37,12,1,-0.922,0.125,0.537,3,26.0,0,1,0.5991
485,835.0,12,55,12,0,0.388,0.374,0.355,2,56.0,1,1,0.1316
486,11359.0,20,13,24,0,0.198,0.405,0.58,3,48.7,1,1,1.1043
487,5292.0,10,8,24,0,0.598,0.109,0.586,0,-45.1,1,0,0.4204
488,13030.0,13,54,12,1,-0.889,0.642,0.682,3,1.8,1,1,0.126
489,13173.0,19,42,36,3,-1.368,0.408,0.489,3,25.7,1,1,0.1316
490,35899.0,14,24,24,1,-1.015,0.731,0.487,2,11.4,1,0,0.715
491,21214.0,14,52,24,0,0.588,0.648,0.673,4,41.9,1,0,0.133
492,21259.0,14,10,36,0,-1.853,0.631,0.765,1,54.0,0,1,0.0262
493,15746.0,16,23,12,2,1.162,0.521,0.616,0,-1.6,0,1,0.1366
494,56563.0,14,45,24,1,1.152,0.779,0.69,4,42.1,1,0,0.0534
495,6777.0,15,41,12,0,0.429,0.701,0.652,1,-9.8,1,0,0.5467
496,16102.0,17,37,36,1,0.819,0.599,0.372,3,9.6,1,1,0.2927
497,4830.0,16,26,12,1,-0.103,0.105,0.664,0,58.8,1,1,1.7611
498,51633.0,14,21,24,1,1.348,0.821,0.774,1,29.1,0,1,0.0631
499,5044.0,14,17,24,0,0.494,0.363,0.395,0,36.3,1,1,0.8275
500,38247.0,16,44,24,0,0.452,0.668,0.492,2,66.1,1,1,0.4097
501,1390.0,19,25,24,2,-0.174,0.412,0.544,2,39.0,1,1,1.7943
502,30133.0,18,6,12,0,0.342,0.502,0.783,1,7.3,1,1,0.5823
503,2968.0,9,40,24,0,-1.688,0.425,0.782,5,31.6,1,0,0.047
504,15372.0,13,16,12,1,0.615,0.267,0.607,0,44.6,1,1,0.6205
505,23798.0,22,25,36,1,2.556,0.639,0.427,3,5.2,1,1,0.0
506,10967.0,8,54,12,3,-0.27,0.341,0.732,2,58.9,0,0,0.242
507,4891.0,14,43,24,1,1.07,0.664,0.442,3,47.2,1,1,0.086
508,2018.0,13,52,12,0,-0.07,0.988,0.257,0,-3.8,1,1,0.308
509,6141.0,19,12,12,2,-0.635,0.265,0.899,4,-41.1,1,1,1.0046
510,5923.0,22,23,12,2,0.203,0.385,0.865,2,50.0,1,1,1.4337
511,31006.0,18,17,24,2,0.028,0.546,0.611,2,57.1,1,0,1.502
512,7459.0,14,20,12,0,1.624,0.834,0.832,2,-9.4,1,1,0.0171
513,8987.0,13,29,12,3,-2.31,0.61,0.31,0,19.3,1,0,0.0035
514,5585.0,6,10,24,0,-0.454,0.394,0.666,2,59.5,1,1,1.0649
515,6235.0,19,26,24,1,-0.795,0.765,0.251,2,43.1,1,1,1.0914
516,14542.0,10,37,36,2,1.366,0.075,0.579,6,85.5,0,1,0.0411
517,31753.0,10,33,12,0,0.686,0.071,0.795,2,55.7,1,1,0.5048
518,8221.0,10,27,12,0,-1.091,0.294,0.732,1,7.3,1,1,0.5853
519,4346.0,13,44,24,1,-2.046,0.149,0.532,1,11.1,0,1,0.0065
520,4015.0,12,30,24,0,0.277,0.34,0.756,6,-12.2,1,1,1.2108
521,5089.0,12,26,12,1,0.027,0.768,0.976,2,20.9,1,1,1.6608
522,23967.0,13,13,12,0,-1.473,0.51,0.209,1,-6.1,1,0,0.145
523,32607.0,16,58,12,0,-0.907,0.466,0.478,3,89.5,1,1,0.0689
524,2422.0,18,30,12,0,0.816,0.391,0.287,1,10.3,1,1,0.396
525,7208.0,13,35,12,1,0.569,0.731,0.654,2,-37.1,1,1,0.6049
526,3490.0,26,56,12,2,0.505,0.36,0.76,0,100.0,1,1,0.0927
527,7197.0,18,5,24,0,-1.389,0.605,0.779,1,34.0,1,1,0.1134
528,9648.0,17,24,12,1,-1.91,0.564,0.941,1,34.4,1,1,0.0311
529,35868.0,18,28,12,4,0.534,0.489,0.642,1,2.9,1,1,0.8213
530,29919.0,12,16,36,1,-0.582,0.402,0.379,1,39.5,0,1,1.2754
531,5976.0,18,9,24,0,0.646,0.066,0.379,0,77.6,1,1,0.4043
532,12658.0,11,5,24,0,-0.336,0.527,0.551,2,9.1,1,1,0.7865
533,3150.0,9,11,12,0,-0.627,0.33,0.756,3,-5.5,1,1,0.9604
534,25203.0,20,24,24,0,0.009,0.747,0.547,2,21.3,1,1,1.6941
535,15019.0,12,53,12,4,-0.172,0.489,0.817,2,-17.7,1,1,0.2774
536,12828.0,18,27,36,1,2.989,0.224,0.389,2,40.9,1,1,0.0
537,13459.0,13,13,12,0,-0.789,0.578,0.851,2,71.5,1,1,0.8494
538,15049.0,21,16,24,1,0.007,0.617,0.718,2,17.0,1,1,1.4708
539,10850.0,17,21,24,0,0.586,0.525,0.66,1,35.4,1,1,0.7473
540,17831.0,15,44,12,1,0.599,0.499,0.772,4,-1.7,0,1,0.3047
541,28936.0,15,4,24,2,-0.414,0.417,0.517,8,28.1,1,0,0.6942
542,17650.0,13,18,36,1,0.091,0.616,0.713,3,27.8,1,1,1.4771
543,10348.0,7,39,36,0,-0.713,0.371,0.606,2,39.7,1,1,0.7571
544,9174.0,11,5,12,1,-0.048,0.533,0.915,3,18.0,1,1,0.7814
545,22314.0,12,46,12,0,-0.786,0.653,0.753,2,26.6,1,1,0.381
546,7593.0,13,47,12,0,-0.708,0.322,0.618,2,18.8,1,1,0.3885
547,10953.0,15,48,24,0,-0.861,0.499,0.597,3,56.6,0,0,0.273
548,17768.0,21,38,36,3,-1.012,0.243,0.898,2,34.9,1,1,0.4656
549,18912.0,20,7,24,1,0.032,0.933,0.782,1,61.7,1,1,0.8788
550,101005.0,19,40,24,0,0.806,0.792,0.795,3,22.4,1,1,0.2496
551,6160.0,16,39,24,1,2.016,0.725,0.674,1,24.1,0,0,0.0012
552,2402.0,14,49,12,1,-0.144,0.106,0.763,0,34.8,1,0,0.4469
553,10461.0,13,22,24,0,-0.33,0.173,0.398,3,58.8,0,1,1.743
554,24033.0,13,44,12,1,-0.132,0.541,0.411,3,26.6,0,1,0.7353
555,38601.0,9,36,36,2,1.429,0.379,0.348,2,29.5,1,0,0.0328
556,26603.0,17,55,12,1,-0.847,0.531,0.609,2,-9.8,0,0,0.119
557,5865.0,14,49,12,0,1.35,0.498,0.671,3,28.5,1,1,0.0159
558,25391.0,10,12,24,1,-0.287,0.486,0.82,4,-10.6,1,1,1.2933
559,8823.0,11,14,12,0,-2.391,0.684,0.733,1,83.8,1,1,0.0018
560,21055.0,17,54,24,2,-1.241,0.499,0.561,2,13.9,1,0,0.0541
561,16367.0,11,17,12,1,0.208,0.298,0.828,1,2.0,0,0,1.2809
562,2152.0,20,3,24,0,-1.519,0.621,0.882,2,8.6,0,0,0.0603
563,3806.0,15,25,12,1,-0.641,0.822,0.911,3,25.6,1,1,1.3702
564,9232.0,14,24,24,0,-0.038,0.299,0.585,2,55.3,1,1,1.7358
565,14407.0,16,39,12,0,0.24,0.931,0.618,2,67.5,1,1,0.8344
566,6779.0,18,45,12,1,0.887,0.889,0.659,1,28.5,1,1,0.131
567,9174.0,14,23,12,0,1.62,0.78,0.548,3,40.6,0,1,0.018
568,15355.0,15,31,24,1,-0.497,0.232,0.921,2,8.6,1,0,1.4284
569,14531.0,13,50,12,2,0.191,0.537,0.647,1,23.3,1,0,0.324
570,35695.0,13,29,12,0,-1.232,0.103,0.664,2,40.9,0,1,0.3874
571,6535.0,16,44,24,0,1.391,0.542,0.255,1,-9.5,1,1,0.022
572,8087.0,8,9,12,1,-1.291,0.27,0.479,1,71.4,1,0,0.2088
573,7136.0,16,42,12,1,-0.193,0.882,0.666,2,-25.6,1,1,0.8761
574,15821.0,13,10,12,1,1.413,0.432,0.781,5,-9.7,0,1,0.0314
575,4712.0,11,30,12,4,-0.439,0.63,0.385,0,12.3,1,1,1.5346
576,2361.0,15,16,12,0,-0.663,0.444,0.385,6,25.7,1,1,1.1596
577,8119.0,16,47,12,3,0.34,0.417,0.67,11,-1.3,1,1,0.3704
578,4441.0,15,14,12,0,1.485,0.341,0.558,2,35.3,1,1,0.028
579,17536.0,18,5,36,0,0.5,0.771,0.834,1,31.6,1,1,0.4085
580,27732.0,23,5,12,1,-0.27,0.753,0.807,4,39.5,0,1,0.8015
581,2287.0,17,6,24,0,-0.288,0.506,0.745,1,11.9,1,1,0.8668
582,16012.0,22,6,24,0,-1.631,0.84,0.585,2,33.3,1,0,0.0509
583,14782.0,23,51,12,1,-0.434,0.22,0.692,2,33.8,1,1,0.3301
584,44642.0,14,59,36,0,1.051,0.825,0.77,1,20.9,1,1,0.0135
585,27231.0,14,39,24,1,1.827,0.79,0.912,2,16.1,0,1,0.0036
586,2628.0,12,5,36,2,-0.286,0.678,0.443,3,53.9,0,1,0.7987
587,35061.0,16,50,24,0,1.606,0.646,0.396,2,6.8,0,1,0.0043
588,49150.0,18,35,12,2,0.815,0.172,0.435,2,15.8,0,0,0.3285
589,6842.0,14,51,12,0,-0.049,0.381,0.523,2,17.7,1,1,0.3451
590,68155.0,11,37,36,0,-0.502,0.819,0.648,2,51.5,1,1,1.0896
591,4934.0,12,39,12,1,-0.331,0.163,0.382,3,47.1,1,1,1.0662
592,12373.0,15,30,24,0,-0.22,0.497,0.415,3,29.4,1,1,1.6606
593,5475.0,23,46,24,1,-1.178,0.243,0.545,0,35.6,0,1,0.1626
594,60990.0,13,22,24,0,0.182,0.598,0.539,0,9.9,0,1,1.4574
595,34897.0,16,53,12,0,1.186,0.312,0.219,2,-1.7,0,0,0.0193
596,29552.0,7,33,12,2,-0.814,0.554,0.479,2,51.0,1,1,0.8913
597,11988.0,13,26,24,0,-0.407,0.4,0.62,3,53.0,1,0,1.6811
598,12596.0,11,20,12,2,0.175,0.762,0.294,1,34.7,0,1,1.4284
599,27771.0,14,57,12,0,-0.707,0.458,0.609,4,84.1,0,1,0.112
600,12814.0,14,4,36,0,0.107,0.915,0.399,1,-4.9,0,1,0.6491
601,19099.0,21,10,12,1,-0.926,0.298,0.668,2,19.7,0,1,0.5596
602,25584.0,21,28,12,1,-0.429,0.389,0.493,1,40.5,1,1,1.6156
603,10871.0,10,3,12,0,-0.803,0.139,0.623,0,3.5,0,1,0.4079
604,19442.0,7,39,36,0,0.967,0.625,0.422,1,9.3,1,0,0.1646
605,12632.0,21,29,12,2,1.18,0.599,0.44,2,43.1,1,1,0.1209
606,4272.0,11,42,24,2,-1.249,0.645,0.436,5,21.3,0,0,0.1903
607,77435.0,19,6,24,1,-0.338,0.486,0.96,2,40.3,1,1,0.8532
608,12416.0,19,3,12,0,-0.917,0.122,0.326,2,-10.1,1,1,0.331
609,11912.0,21,18,12,0,-0.152,0.556,0.594,2,53.1,1,1,1.6564
610,8817.0,10,11,12,0,1.176,0.682,0.768,1,13.6,0,1,0.0891
611,6024.0,16,38,24,2,1.033,0.396,0.559,4,36.2,1,0,0.1407
612,7035.0,10,12,12,1,0.073,0.717,0.542,0,3.5,1,0,1.1783
613,44681.0,12,19,24,0,0.714,0.248,0.711,3,73.4,0,1,0.5341
614,25701.0,11,33,12,1,-0.02,0.522,0.637,5,57.1,1,1,1.4375
615,14969.0,16,40,24,1,-0.507,0.299,0.145,2,36.8,0,0,0.8938
616,37484.0,13,9,12,0,0.525,0.635,0.511,0,61.2,1,1,0.5256
617,14596.0,19,15,12,0,-0.093,0.392,0.826,1,-9.9,1,1,1.4798
618,12142.0,13,27,12,1,-0.98,0.137,0.758,2,27.1,1,0,0.7583
619,19813.0,16,44,36,1,0.363,0.5,0.314,1,33.3,0,1,0.4767
620,24601.0,14,37,12,1,0.893,0.35,0.548,1,30.2,1,0,0.2355
621,6785.0,13,9,12,0,0.789,0.88,0.699,0,13.5,1,1,0.2803
622,6681.0,15,56,24,1,0.723,0.408,0.726,3,33.1,0,0,0.0566
623,24188.0,18,49,24,0,1.892,0.139,0.307,3,17.0,0,1,0.001
624,63707.0,14,13,12,1,1.271,0.772,0.531,0,40.7,1,1,0.0682
625,14536.0,15,16,24,0,1.347,0.251,0.781,1,26.2,1,1,0.0561
626,4365.0,13,16,12,1,-0.127,0.423,0.279,1,21.8,0,1,1.55
627,25579.0,18,21,12,1,-0.393,0.296,0.599,5,-17.3,1,1,1.675
628,11655.0,12,50,12,3,-0.819,0.066,0.647,2,40.9,1,0,0.2353
629,11385.0,17,50,24,2,-1.003,0.667,0.477,3,24.9,1,0,0.1636
630,2402.0,17,9,12,1,-0.278,0.505,0.718,5,-3.0,1,1,1.0825
631,72586.0,11,16,12,1,0.233,0.747,0.314,0,-13.4,1,1,1.2032
632,19145.0,24,26,12,0,1.683,0.543,0.868,1,44.6,1,1,0.0129
633,3983.0,13,27,36,1,0.905,0.329,0.4,0,22.9,1,0,0.3239
634,1807.0,13,33,24,2,-1.815,0.134,0.496,3,-13.0,0,0,0.0401
635,40818.0,8,32,12,1,-0.587,0.912,0.567,2,63.7,1,1,1.2685
636,6021.0,15,29,12,2,0.274,0.782,0.551,3,48.9,1,1,1.2459
637,4226.0,15,12,24,0,1.656,0.588,0.859,3,28.0,1,1,0.0109
638,3094.0,14,35,24,0,5.44,0.162,0.811,1,31.6,1,1,0.0
639,5417.0,15,54,12,2,0.234,0.543,0.538,1,22.2,1,0,0.1875
640,14758.0,20,55,24,0,0.987,0.766,0.676,0,24.0,1,1,0.03
641,20106.0,19,24,12,0,0.812,0.328,0.383,5,31.7,1,1,0.4337
642,19435.0,14,15,12,0,1.697,0.422,0.74,0,8.1,1,1,0.0101
643,17922.0,15,20,12,0,-0.203,0.339,0.746,1,29.6,1,1,1.7371
644,8742.0,10,32,12,2,-1.196,0.359,0.845,2,25.0,0,1,0.3934
645,15766.0,22,5,12,2,-1.347,0.37,0.422,2,19.0,1,1,0.1297
646,8400.0,9,45,12,2,-0.405,0.441,0.898,2,28.2,1,0,0.6373
647,53401.0,16,12,24,0,0.83,0.418,0.732,1,58.1,1,1,0.2993
648,7565.0,19,45,12,1,0.192,0.635,0.535,2,27.2,0,1,0.5457
649,20531.0,13,40,24,2,-1.789,0.391,0.875,1,4.5,0,1,0.0305
650,3650.0,10,55,36,0,-0.162,0.729,0.884,1,36.6,1,1,0.2123
